FactKey,BusinessKey,DateKey,KPIKey,Value,Target,DataQualityFlag,Source_Note
5463,10,20251101,18,0.4148,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5464,10,20251101,19,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5465,10,20251101,20,2.22,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5466,10,20251101,21,0.3688,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5467,10,20251101,22,34,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5468,10,20251101,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5469,10,20251101,24,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5470,10,20251101,25,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5471,10,20251101,26,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5472,10,20251101,27,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5473,10,20251101,28,59,50,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5474,10,20251101,29,1.59,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5475,10,20251101,30,1472420,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5476,10,20251101,31,1893680,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5477,10,20251101,32,2314940,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5478,10,20251101,33,2736200,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5479,10,20251101,34,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5480,10,20251101,35,89.53,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5481,10,20251101,36,92.19,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5482,10,20251101,37,94.85,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5483,10,20251101,38,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5484,10,20251101,39,73.66,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5485,10,20251101,40,76.32,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5486,10,20251101,41,78.98,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5487,10,20251101,42,81.64,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5488,10,20251101,43,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5489,10,20251101,44,86.95,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5490,10,20251101,45,89.61,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5491,10,20251101,46,92.27,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5492,10,20251101,47,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5493,10,20251101,48,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5494,10,20251101,49,73.74,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5495,10,20251101,50,76.4,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5496,10,20251101,51,79.06,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5497,10,20251101,52,81.72,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5498,10,20251101,53,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5499,10,20251101,54,87.03,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5500,10,20251101,55,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5501,1,20251201,1,34,29,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5502,1,20251201,2,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5503,1,20251201,3,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5504,1,20251201,4,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5505,1,20251201,5,59,50,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5506,1,20251201,6,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5507,1,20251201,7,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5508,1,20251201,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5509,1,20251201,9,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5510,1,20251201,10,28,24,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5511,1,20251201,11,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5512,1,20251201,12,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5513,1,20251201,13,157,133,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5514,1,20251201,14,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5515,1,20251201,15,59,50,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5516,1,20251201,16,0.0089,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5517,1,20251201,17,0.0652,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5518,1,20251201,18,0.1711,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5519,1,20251201,19,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5520,1,20251201,20,4.2,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5521,1,20251201,21,0.6269,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5522,1,20251201,22,62.8,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5523,1,20251201,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5524,1,20251201,24,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5525,1,20251201,25,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5526,1,20251201,26,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5527,1,20251201,27,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5528,1,20251201,28,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5529,1,20251201,29,3.56,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5530,1,20251201,30,2747960,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5531,1,20251201,31,3169220,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5532,1,20251201,32,3590480,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5533,1,20251201,33,4011740,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5534,1,20251201,34,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5535,1,20251201,35,97.58,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5536,1,20251201,36,73.74,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5537,1,20251201,37,76.4,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5538,1,20251201,38,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5539,1,20251201,39,81.71,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5540,1,20251201,40,84.37,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5541,1,20251201,41,87.03,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5542,1,20251201,42,89.69,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5543,1,20251201,43,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5544,1,20251201,44,95,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5545,1,20251201,45,97.66,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5546,1,20251201,46,73.82,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5547,1,20251201,47,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5548,1,20251201,48,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5549,1,20251201,49,81.79,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5550,1,20251201,50,84.45,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5551,1,20251201,51,87.11,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5552,1,20251201,52,89.77,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5553,1,20251201,53,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5554,1,20251201,54,95.08,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5555,1,20251201,55,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5556,2,20251201,1,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5557,2,20251201,2,59,50,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5558,2,20251201,3,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5559,2,20251201,4,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5560,2,20251201,5,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5561,2,20251201,6,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5562,2,20251201,7,28,24,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5563,2,20251201,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5564,2,20251201,9,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5565,2,20251201,10,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5566,2,20251201,11,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5567,2,20251201,12,59,50,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5568,2,20251201,13,31,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5569,2,20251201,14,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5570,2,20251201,15,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5571,2,20251201,16,0.054,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5572,2,20251201,17,0.1313,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5573,2,20251201,18,0.2763,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5574,2,20251201,19,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5575,2,20251201,20,6.15,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5576,2,20251201,21,0.8825,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5577,2,20251201,22,91.4,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5578,2,20251201,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5579,2,20251201,24,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5580,2,20251201,25,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5581,2,20251201,26,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5582,2,20251201,27,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5583,2,20251201,28,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5584,2,20251201,29,5.52,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5585,2,20251201,30,4010900,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5586,2,20251201,31,4432160,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5587,2,20251201,32,4853420,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5588,2,20251201,33,1074680,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5589,2,20251201,34,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5590,2,20251201,35,79.05,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5591,2,20251201,36,81.71,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5592,2,20251201,37,84.36,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5593,2,20251201,38,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5594,2,20251201,39,89.68,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5595,2,20251201,40,92.34,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5596,2,20251201,41,95,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5597,2,20251201,42,97.65,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5598,2,20251201,43,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5599,2,20251201,44,76.47,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5600,2,20251201,45,79.13,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5601,2,20251201,46,81.79,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5602,2,20251201,47,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5603,2,20251201,48,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5604,2,20251201,49,89.76,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5605,2,20251201,50,92.42,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5606,2,20251201,51,95.08,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5607,2,20251201,52,97.73,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5608,2,20251201,53,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5609,2,20251201,54,76.55,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5610,2,20251201,55,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5611,3,20251201,1,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5612,3,20251201,2,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5613,3,20251201,3,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5614,3,20251201,4,28,24,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5615,3,20251201,5,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5616,3,20251201,6,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5617,3,20251201,7,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5618,3,20251201,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5619,3,20251201,9,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5620,3,20251201,10,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5621,3,20251201,11,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5622,3,20251201,12,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5623,3,20251201,13,85,72,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5624,3,20251201,14,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5625,3,20251201,15,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5626,3,20251201,16,0.0992,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5627,3,20251201,17,0.1975,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5628,3,20251201,18,0.3816,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5629,3,20251201,19,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5630,3,20251201,20,1.6,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5631,3,20251201,21,0.2881,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5632,3,20251201,22,25,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5633,3,20251201,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5634,3,20251201,24,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5635,3,20251201,25,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5636,3,20251201,26,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5637,3,20251201,27,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5638,3,20251201,28,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5639,3,20251201,29,7.47,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5640,3,20251201,30,1073840,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5641,3,20251201,31,1495100,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5642,3,20251201,32,1916360,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5643,3,20251201,33,2337620,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5644,3,20251201,34,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5645,3,20251201,35,87.02,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5646,3,20251201,36,89.68,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5647,3,20251201,37,92.33,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5648,3,20251201,38,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5649,3,20251201,39,97.65,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5650,3,20251201,40,73.81,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5651,3,20251201,41,76.47,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5652,3,20251201,42,79.12,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5653,3,20251201,43,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5654,3,20251201,44,84.44,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5655,3,20251201,45,87.1,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5656,3,20251201,46,89.76,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5657,3,20251201,47,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5658,3,20251201,48,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5659,3,20251201,49,97.73,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5660,3,20251201,50,73.89,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5661,3,20251201,51,76.54,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5662,3,20251201,52,79.2,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5663,3,20251201,53,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5664,3,20251201,54,84.52,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5665,3,20251201,55,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5666,4,20251201,1,28,24,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5667,4,20251201,2,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5668,4,20251201,3,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5669,4,20251201,4,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5670,4,20251201,5,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5671,4,20251201,6,59,50,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5672,4,20251201,7,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5673,4,20251201,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5674,4,20251201,9,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5675,4,20251201,10,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5676,4,20251201,11,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5677,4,20251201,12,35,30,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5678,4,20251201,13,139,118,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5679,4,20251201,14,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5680,4,20251201,15,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5681,4,20251201,16,0.1443,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5682,4,20251201,17,0.0436,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5683,4,20251201,18,0.1368,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5684,4,20251201,19,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5685,4,20251201,20,3.56,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5686,4,20251201,21,0.5437,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5687,4,20251201,22,53.5,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5688,4,20251201,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5689,4,20251201,24,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5690,4,20251201,25,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5691,4,20251201,26,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5692,4,20251201,27,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5693,4,20251201,28,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5694,4,20251201,29,2.93,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5695,4,20251201,30,2336780,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5696,4,20251201,31,2758040,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5697,4,20251201,32,3179300,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5698,4,20251201,33,3600560,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5699,4,20251201,34,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5700,4,20251201,35,94.99,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5701,4,20251201,36,97.64,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5702,4,20251201,37,73.8,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5703,4,20251201,38,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5704,4,20251201,39,79.12,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5705,4,20251201,40,81.78,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5706,4,20251201,41,84.43,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5707,4,20251201,42,87.09,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5708,4,20251201,43,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5709,4,20251201,44,92.41,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5710,4,20251201,45,95.07,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5711,4,20251201,46,97.72,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5712,4,20251201,47,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5713,4,20251201,48,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5714,4,20251201,49,79.2,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5715,4,20251201,50,81.86,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5716,4,20251201,51,84.51,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5717,4,20251201,52,87.17,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5718,4,20251201,53,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5719,4,20251201,54,92.49,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5720,4,20251201,55,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5721,5,20251201,1,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5722,5,20251201,2,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5723,5,20251201,3,59,50,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5724,5,20251201,4,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5725,5,20251201,5,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5726,5,20251201,6,16,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5727,5,20251201,7,22,19,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5728,5,20251201,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5729,5,20251201,9,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5730,5,20251201,10,41,35,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5731,5,20251201,11,47,40,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5732,5,20251201,12,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5733,5,20251201,13,193,164,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5734,5,20251201,14,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5735,5,20251201,15,10,8,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5736,5,20251201,16,0.0394,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
5737,5,20251201,17,0.1098,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
